,review_id,rating
1285,216227,5
1286,216228,2
1287,216229,5
1288,216230,1
1289,216231,6
1290,216232,6
1291,216233,6
1292,216234,1
1293,216235,6
1294,216236,1
1295,216237,1
1296,216238,1
1297,216239,1
1298,216240,1
1299,216241,2
1300,216242,2
1301,216243,5
1302,216244,7
1303,216245,1
1304,216246,9
1305,216247,3
1306,216248,2
1307,216249,8
1308,216250,8
1309,216251,8
1310,216252,2
1311,216253,5
1312,216254,6
1313,216255,8
1314,216256,4
1315,216257,7
1316,216258,2
1317,216259,6
1318,216260,3
1319,216261,7
1320,216262,7
1321,216263,8
1322,216264,9
1323,216265,6
1324,216266,5
1325,216267,5
1326,216268,1
1327,216269,7
1328,216270,6
1329,216271,1
1330,216272,7
1331,216273,8
1332,216274,1
1333,216275,6
1334,216276,6
1335,216277,4
1336,216278,9
1337,216279,4
1338,216280,7
1339,216281,8
1340,216282,7
1341,216283,8
1342,216284,7
1343,216285,7
1344,216286,6
1345,216287,8
1346,216288,8
1347,216289,7
1348,216290,8
1349,216291,2
1350,216292,7
1351,216293,9
1352,216294,7
1353,216295,5
1354,216296,8
1355,216297,8
1356,216298,7
1357,216299,5
1358,216300,7
1359,216301,6
1360,216302,7
1361,216303,9
1362,216304,6
1363,216305,8
1364,216306,6
1365,216307,1
1366,216308,2
1367,216309,9
1368,216310,9
1369,216311,7
1370,216312,8
1371,216313,7
1372,216314,7
1373,216315,6
1374,216316,7
1375,216317,4
1376,216318,8
1377,216319,7
1378,216320,7
1379,216321,5
1380,216322,8
1381,216323,7
1382,216324,7
1383,216325,6
1384,216326,9
1385,216327,9
1386,216328,8
1387,216329,8
1388,216330,7
1389,216331,4
1390,216332,9
1391,216333,7
1392,216334,6
1393,216335,7
1394,216336,8
1395,216337,8
1396,216338,9
1397,216339,8
1398,216340,9
1399,216341,9
1400,216342,7
1401,216343,7
1402,216344,6
1403,216345,9
1404,216346,3
1405,216347,2
1406,216348,7
1407,216349,8
1408,216350,7
1409,216351,7
1410,216352,2
1411,216353,5
1412,216354,7
1413,216355,8
1414,216356,8
1415,216357,7
1416,216358,8
1417,216359,7
1418,216360,9
1419,216361,6
1420,216362,8
1421,216363,9
1422,216364,8
1423,216365,9
1424,216366,7
1425,216367,5
1426,216368,9
1427,216369,6
1428,216370,8
1429,216371,8
1430,216372,6
1431,216373,8
1432,216374,7
1433,216375,7
1434,216376,5
1435,216377,8
1436,216378,7
1437,216379,3
1438,216380,6
1439,216381,6
1440,216382,7
1441,216383,5
1442,216384,8
1443,216385,6
1444,216386,8
1445,216387,7
1446,216388,8
1447,216389,7
1448,216390,7
1449,216391,8
1450,216392,3
1451,216393,8
1452,216394,7
1453,216395,5
1454,216396,7
1455,216397,7
1456,216398,7
1457,216399,5
1458,216400,8
1459,216401,6
1460,216402,6
1461,216403,5
1462,216404,8
1463,216405,7
1464,216406,6
1465,216407,7
1466,216408,6
1467,216409,7
1468,216410,7
1469,216411,6
1470,216412,6
1471,216413,5
1472,216414,8
1473,216415,7
1474,216416,9
1475,216417,6
1476,216418,7
1477,216419,6
1478,216420,7
1479,216421,8
1480,216422,6
1481,216423,5
1482,216424,5
1483,216425,3
1484,216426,7
1485,216427,8
1486,216428,9
1487,216429,6
1488,216430,7
1489,216431,7
1490,216432,6
1491,216433,8
1492,216434,7
1493,216435,8
1494,216436,6
1495,216437,9
1496,216438,6
1497,216439,9
1498,216440,9
1499,216441,6
1500,216442,5
1501,216443,4
1502,216444,9
1503,216445,6
1504,216446,8
1505,216447,7
1506,216448,8
1507,216449,1
1508,216450,8
1509,216451,7
1510,216452,6
1511,216453,1
1512,216454,4
1513,216455,5
1514,216456,3
1515,216457,3
1516,216458,8
1517,216459,7
1518,216460,9
1519,216461,7
1520,216462,6
1521,216463,5
1522,216464,7
1523,216465,7
1524,216466,6
1525,216467,1
1526,216468,2
1527,216469,6
1528,216470,4
1529,216471,5
1530,216472,7
1531,216473,6
1532,216474,9
1533,216475,8
1534,216476,5
1535,216477,7
1536,216478,8
1537,216479,5
1538,216480,9
1539,216481,6
1540,216482,7
1541,216483,8
1542,216484,9
1543,216485,7
1544,216486,1
1545,216487,6
1546,216488,7
1547,216489,8
1548,216490,7
1549,216491,8
1550,216492,7
1551,216493,8
1552,216494,6
1553,216495,6
1554,216496,7
1555,216497,8
1556,216498,1
1557,216499,7
1558,216500,9
1559,216501,7
1560,216502,7
1561,216503,8
1562,216504,7
1563,216505,9
1564,216506,1
1565,216507,7
1566,216508,8
1567,216509,2
1568,216510,6
1569,216511,7
1570,216512,6
1571,216513,7
1572,216514,8
1573,216515,7
1574,216516,9
1575,216517,5
1576,216518,6
1577,216519,8
1578,216520,9
1579,216521,1
1580,216522,3
1581,216523,9
1582,216524,7
1583,216525,5
1584,216526,8
1585,216527,9
1586,216528,1
1587,216529,7
1588,216530,8
1589,216531,6
1590,216532,6
1591,216533,8
1592,216534,2
1593,216535,1
1594,216536,4
1595,216537,3
1596,216538,8
1597,216539,1
1598,216540,7
1599,216541,7
1600,216542,8
1601,216543,7
1602,216544,6
1603,216545,6
1604,216546,8
1605,216547,8
1606,216548,7
1607,216549,7
1608,216550,5
1609,216551,9
1610,216552,7
1611,216553,5
1612,216554,6
1613,216555,8
1614,216556,1
1615,216557,5
1616,216558,7
1617,216559,5
1618,216560,5
1619,216561,6
1620,216562,7
1621,216563,5
1622,216564,1
1623,216565,8
1624,216566,7
1625,216567,4
1626,216568,9
1627,216569,8
1628,216570,5
1629,216571,6
1630,216572,8
1631,216573,7
1632,216574,7
1633,216575,6
1634,216576,5
1635,216577,8
1636,216578,8
1637,216579,1
1638,216580,8
1639,216581,5
1640,216582,8
1641,216583,6
1642,216584,5
1643,216585,7
1644,216586,9
1645,216587,8
1646,216588,7
1647,216589,8
1648,216590,7
1649,216591,1
1650,216592,2
1651,216593,8
1652,216594,1
1653,216595,7
1654,216596,8
1655,216597,7
1656,216598,6
1657,216599,9
1658,216600,7
1659,216601,6
1660,216602,7
1661,216603,8
1662,216604,7
1663,216605,1
1664,216606,6
1665,216607,9
1666,216608,7
1667,216609,6
1668,216610,8
1669,216611,8
1670,216612,5
1671,216613,7
1672,216614,9
1673,216615,7
1674,216616,6
1675,216617,6
1676,216618,9
1677,216619,6
1678,216620,8
1679,216621,8
1680,216622,9
1681,216623,7
1682,216624,7
1683,216625,6
1684,216626,1
1685,216627,9
1686,216628,5
1687,216629,4
1688,216630,8
1689,216631,7
1690,216632,2
1691,216633,1
1692,216634,6
1693,216635,1
1694,216636,1
1695,216637,4
1696,216638,2
1697,216639,2
1698,216640,2
1699,216641,7
1700,216642,2
1701,216643,1
1702,216644,1
1703,216645,5
1704,216646,7
1705,216647,3
1706,216648,1
1707,216649,3
1708,216650,4
1709,216651,8
1710,216652,2
1711,216653,7
1712,216654,8
1713,216655,1
1714,216656,6
1715,216657,1
1716,216658,7
1717,216659,1
1718,216660,1
1719,216661,3
1720,216662,1
1721,216663,8
1722,216664,6
1723,216665,7
1724,216666,2
1725,216667,7
1726,216668,1
1727,216669,4
1728,216670,1
1729,216671,3
1730,216672,1
1731,216673,7
1732,216674,2
1733,216675,1
1734,216676,6
1735,216677,8
1736,216678,8
1737,216679,1
1738,216680,6
1739,216681,1
1740,216682,3
1741,216683,1
1742,216684,7
1743,216685,8
1744,216686,1
1745,216687,7
1746,216688,6
1747,216689,1
1748,216690,4
1749,216691,6
1750,216692,2
1751,216693,8
1752,216694,4
1753,216695,5
1754,216696,7
1755,216697,1
1756,216698,6
1757,216699,9
1758,216700,5
1759,216701,1
